"iso2c","iso3c","country","date","IP.JRN.ARTC.SC","unit","obs_status","footnote","last_updated","papers","capital_city","longitude","latitude","region_iso3c","region_iso2c","region","admin_region_iso3c","admin_region_iso2c","admin_region","income_level_iso3c","income_level_iso2c","income_level","lending_type_iso3c","lending_type_iso2c","lending_type","papers_estimate","papers_estimate_3yr","data_papers","data_papers_estimate","data_papers_estimate_3yr","data_papers_3yr","data_papers_nomed","data_papers_nomed_estimate","data_papers_nomed_estimate_3yr","data_papers_nomed_3yr","data_papers_Medicine","data_papers_Business","data_papers_Economics","data_papers_Psychology","data_papers_Sociology","data_papers_Political Science","data_papers_3yr_Medicine","data_papers_3yr_Business","data_papers_3yr_Economics","data_papers_3yr_Psychology","data_papers_3yr_Sociology","data_papers_3yr_Political Science","BN.CAB.XOKA.GD.ZS","BX.KLT.DINV.WD.GD.ZS","CC.EST","GE.EST","HD.HCI.LAYS","HD.HCI.OVRL","IQ.SCI.OVRL","IQ.SPI.OVRL","IQ.SPI.PIL1","IQ.SPI.PIL2","IQ.SPI.PIL3","IQ.SPI.PIL4","IQ.SPI.PIL5","NE.TRD.GNFS.ZS","NV.AGR.TOTL.ZS","NV.IND.MANF.ZS","NY.GDP.MKTP.PP.KD","NY.GDP.PCAP.PP.KD","PV.EST","RL.EST","RQ.EST","SE.PRM.ENRR","SE.TER.CUAT.MS.ZS","SE.TER.ENRR","SI.POV.DDAY","SI.POV.GINI","SP.POP.TOTL","VA.EST","SP.POP.TOTL_imp_tag","NY.GDP.MKTP.PP.KD_imp_tag","IQ.SPI.OVRL_imp_tag","NY.GDP.PCAP.PP.KD_imp_tag","IQ.SPI.PIL1_imp_tag","IQ.SPI.PIL2_imp_tag","IQ.SPI.PIL3_imp_tag","IQ.SPI.PIL4_imp_tag","IQ.SPI.PIL5_imp_tag","IQ.SCI.OVRL_imp_tag","NV.IND.MANF.ZS_imp_tag","NV.AGR.TOTL.ZS_imp_tag","NE.TRD.GNFS.ZS_imp_tag","HD.HCI.OVRL_imp_tag","HD.HCI.LAYS_imp_tag","SE.PRM.ENRR_imp_tag","BN.CAB.XOKA.GD.ZS_imp_tag","CC.EST_imp_tag","GE.EST_imp_tag","PV.EST_imp_tag","RQ.EST_imp_tag","RL.EST_imp_tag","VA.EST_imp_tag","BX.KLT.DINV.WD.GD.ZS_imp_tag","SI.POV.DDAY_imp_tag","SI.POV.GINI_imp_tag","SE.TER.CUAT.MS.ZS_imp_tag","SE.TER.ENRR_imp_tag","WGI.OVL","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.13.CLMT","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI"
"GM","GMB","Gambia, The",2018,35.52,NA,NA,NA,"2023-10-26",10,"Banjul",-16.5885,13.4495,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",90.9090909090909,66.66666666666667,10,90.9090909090909,66.66666666666667,7.333333333333333,1,9.090909090909092,6.060606060606061,0.6666666666666666,9,0,1,0,0,0,6.666666666666667,0,0.6666666666666666,0,0,0,-8.08332523594256,4.89653498080085,-0.501664221286774,-0.75130432844162,5.00318622589111,0.403292864561081,68.8889,48.6391666666667,60,61.8666666666667,64.6875,31.6416666666667,25,63.1091120519767,19.8715961801257,4.25546144640921,4920615375.75472,2012.59077029834,-0.0875868499279022,-0.455911904573441,-0.673881351947784,85.9553298950195,0.624660015106201,2.66229009628296,13.4,35.9,2444916,-0.21528185904026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.44760508586963016,60,61.86666666666667,64.6875,32.71666666666667,25,48.85416666666667,0.6,0.5,0.35600000000000004,1,0.7098333333333333,0.531,0.889,0.5635,0.6666666666666666,0.534,0,0.108,-99,0.25,-99,0,1,1,1,0,0.5,0.095,0.83,0.439,0.415,0,0.35600000000000004,1,1,0.625,0.714,0.545,0.375,1,0.933,0.231,0.222,0.5,0.8,0.5,1,0.778,0.556,0.571,1,1,0,1,0,0.67,1,0,0,0.108,NA,0.5,0,0.5,0,0,0,0.5,0,1,0,NA
"GW","GNB","Guinea-Bissau",2018,14.69,NA,NA,NA,"2023-10-26",2,"Bissau",-15.1804,11.8037,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",18.181818181818183,12.121212121212123,1,9.090909090909092,9.090909090909092,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-3.59784918646998,1.36670244668808,-1.55884099006653,-1.52192282676697,NA,NA,44.4444333333333,41.6866666666667,60,60.6,50.075,17.7583333333333,20,56.0181155026704,30.7237033700399,9.10969939355096,3564798265.34134,1851.88654557709,-0.684850454330444,-1.26575613021851,-1.24348342418671,113.270462036133,NA,2.52465009689331,21.7,34.8,1924955,-0.682131171226501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1.1594974994659442,60,60.6,50.075,17.758333333333333,20,41.686666666666675,0.6,0.5,0.318,1,0.492,0.473,0.639,0.472,0.3333333333333333,0.334,0,0.043,-99,0.2,-99,0,1,1,1,0,0.5,0.248,0.6409999999999999,0.314,0.387,0,0.318,1,0.429,0.625,0.65,0.273,0.375,0.6,0.933,0.25,0.222,0.333,0.6,0.5,0.5,0.778,0.444,0.5,1,0,0,0.67,0,0,1,0,0,0.043,NA,0.5,0,0,0.5,0,0,0,0,1,0,NA
"GQ","GNQ","Equatorial Guinea",2018,3.6,NA,NA,NA,"2023-10-26",1,"Malabo",8.7741,3.7523,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",9.090909090909092,15.15151515151515,1,9.090909090909092,15.15151515151515,1.6666666666666667,0,0,0,0,1,0,0,0,0,0,1.6666666666666667,0,0,0,0,0,NA,3.02418426626527,-1.54276144504547,-1.19601023197174,NA,NA,36.6666333333333,NA,0,NA,45.39375,NA,25,103.645681622953,2.25797968820385,25.5701377749619,26684600996.3204,17764.9696298828,-0.0902423709630966,-1.42432010173798,-1.65524923801422,51.233455657959,NA,6.16062211990356,NA,NA,1502091,-1.87332701683044,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,-1.296985067427158,0,NA,45.39375,NA,25,NA,0,0,NA,1,0.39316666666666666,0.47933333333333333,0.6945,0.3195,0.6666666666666666,0.066,0,NA,-99,0.25,-99,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0.429,0.25,0.524,0.364,0.125,0.667,1,0.154,0.222,0.4,0.6,0.5,0.5,0.889,0.222,0.417,1,1,0,0,0,0,0.33,0,0,NA,NA,0.5,0,0,0,1,0,0,0,1,0,NA
"GR","GRC","Greece",2018,10952.68,NA,NA,NA,"2023-10-26",106,"Athens",23.7166,37.9792,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",963.6363636363636,915.1515151515151,84,763.6363636363636,709.0909090909091,78,28,254.54545454545453,275.75757575757575,30.333333333333332,56,6,9,4,3,6,47.666666666666664,4,11.666666666666666,6.666666666666667,3.3333333333333335,4.666666666666667,-2.94672922643045,1.89835335150908,-0.0557379238307476,0.258635640144348,10.0730867385864,0.694805860519409,NA,84.4470833333333,100,87.5,70.61875,69.1166666666667,95,80.1500265574834,3.63540849125269,8.17254117278729,312768785993.502,29141.1743829385,0.153864294290543,0.112756364047527,0.402087926864624,98.0369415283203,2.4172899723053,138.393676757812,0.1,32.9,10732882,0.74184650182724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26890880055725574,100,87.5,70.61874999999999,69.11666666666667,95,84.44708333333332,1,1,0.625,1,0.7081666666666666,0.7305,0.75,0.5835,0.6666666666666666,0.934,1,0.16399999999999998,1,0.95,1,1,1,1,1,1,1,0.471,0.674,0.37799999999999995,0.642,0.963,0.625,1,0.714,0.8,0.857,0.545,0.5,0.833,0.8,0.833,1,0.5,0.5,0.75,0.5,1,0.667,0.5,1,1,0,1,1,1,0.67,1,1,0.16399999999999998,1,1,1,1,0.5,1,1,1,1,1,1,1
"GD","GRD","Grenada",2018,45.86,NA,NA,NA,"2023-10-26",3,"Saint George's",-61.7449,12.0653,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","UMC","XT","Upper middle income","IDB","XH","Blend",27.272727272727273,15.15151515151515,2,18.181818181818183,12.121212121212123,1.3333333333333333,0,0,3.0303030303030307,0.3333333333333333,2,0,0,0,0,0,1,0.3333333333333333,0,0,0,0,-16.1179334790884,15.7739693180255,0.36996203660965,-0.197106674313545,7.74101877212524,0.541194915771484,56.6666666666667,NA,50,NA,43.73125,NA,25,NA,5.20543943814909,3.11659612838496,1876522097.87231,15401.7802153048,0.968616604804993,0.249573826789856,-0.275289863348007,96.4194412231445,NA,96.8923263549805,NA,NA,121838,0.502225816249847,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.26966362446546566,50,NA,43.73125,NA,25,NA,0.5,0.5,NA,0,0.4488333333333333,0.4063333333333333,0.4445,0.4885000000000001,0.6666666666666666,0.266,1,NA,-99,0.25,-99,0,1,1,0.5,0,0.5,NA,NA,NA,NA,NA,NA,0,0.143,0.375,0.762,0.455,0.125,0.833,0.8,0.25,0.222,0.333,0.333,0.5,0,0.889,0.444,0.533,1,1,0,1,0,0,0.33,0,1,NA,NA,0.5,0,0.5,0.5,0,0,0,0,1,0,NA
"GL","GRL","Greenland",2018,30.95,NA,NA,NA,"2023-10-26",12,"Nuuk",-51.7214,64.1836,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",109.0909090909091,106.06060606060606,11,100,100,11,1,9.090909090909092,9.090909090909092,1,10,0,1,0,0,0,10,0,1,0,0,0,NA,NA,1.1440976858139,0.808106005191803,NA,NA,NA,NA,50,NA,11.96875,NA,NA,89.7766906266033,18.430149097486,5.12746098952638,NA,NA,1.9365086555481,1.70172333717346,1.35910987854004,NA,3.21502995491028,NA,NA,NA,56023,1.28269290924072,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1.372039745251337,50,NA,11.96875,NA,NA,NA,0.5,0,NA,NA,0.07066666666666667,0.098,0.3335,0.118,NA,NA,1,NA,-99,NA,-99,1,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.091,0,0,0.333,0.4,0.077,0.111,0,0,0,0,0.667,0.111,0.125,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT","GTM","Guatemala",2018,101.39,NA,NA,NA,"2023-10-26",21,"Guatemala City",-90.5328,14.6248,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",190.9090909090909,160.6060606060606,16,145.45454545454547,127.2727272727273,14,4,36.36363636363637,27.272727272727277,3,12,0,3,1,0,0,11,0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.885829128148984,1.25790041553189,-0.821694731712341,-0.717828691005707,6.20092868804932,0.456771224737167,71.1111333333333,62.4625,90,62.1,76.9125,58.3,25,47.011682071395,9.435507565446,13.9542763714142,138444204157.747,8469.11528803522,-0.538192272186279,-1.07546639442444,-0.291999518871307,103.577819824219,0.363940000534058,17.5163669586182,9.5,48.3,16346950,-0.353329956531525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.6330852607885998,90,62.1,76.9125,58.3,25,62.46250000000001,0.9,0.5,0.363,1,0.8216666666666667,0.6638333333333334,0.9445,0.752,0.5,0.668,1,0.16399999999999998,-99,0.25,-99,0.5,1,1,1,1,0.5,0.5670000000000001,0.617,0.213,0.421,0,0.363,1,1,0.778,0.857,0.545,0.75,1,0.933,0.583,0.667,0.5,0.8,0.5,1,0.889,0.889,0.615,0.5,1,0,0.67,1,1,0.67,0,1,0.16399999999999998,NA,0.5,0,0.5,0.5,0,0,0,0,1,0,NA
"GU","GUM","Guam",2018,NA,NA,NA,NA,"2023-10-26",2,"Agana",144.794,13.4443,"EAS","Z4","East Asia & Pacific",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",18.181818181818183,36.36363636363637,2,18.181818181818183,30.3030303030303,3.3333333333333335,0,0,6.060606060606061,0.6666666666666666,2,0,0,0,0,0,2.6666666666666665,0,0.6666666666666666,0,0,0,NA,NA,1.17916560173035,0.222634360194206,NA,NA,NA,NA,60,NA,14.78125,NA,NA,73.0184940554822,NA,NA,NA,NA,0.697025716304779,1.29671347141266,0.06715077906847,NA,NA,NA,NA,NA,168678,1.16351628303528,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.7710343686242909,60,NA,14.781250000000002,NA,NA,NA,0.6,0,NA,NA,0.0915,0.16016666666666665,0.278,0.1495,NA,NA,1,NA,-99,NA,-99,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.091,0,0.125,0.333,0.6,0,0.111,0,0,0.25,0,0.556,0.111,0.188,1,0.5,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GY","GUY","Guyana",2018,14.25,NA,NA,NA,"2023-10-26",2,"Georgetown",-58.1548,6.80461,"LCN","ZJ","Latin America & Caribbean",NA,NA,NA,"HIC","XD","High income","IDX","XI","IDA",18.181818181818183,30.303030303030308,2,18.181818181818183,27.272727272727277,3,0,0,3.0303030303030307,0.3333333333333333,2,0,0,0,0,0,2.6666666666666665,0,0,0,0.3333333333333333,0,-26.6672989709157,24.655285993981,-0.249941125512123,-0.254933685064316,6.76324939727783,0.494343042373657,55.5555333333333,42.4708333333333,60,57.4333333333333,51.0375,18.8833333333333,25,194.350757310172,19.5357938685051,4.66840695363972,9720122659.60009,12374.2195041719,-0.191917717456818,-0.383601844310761,-0.540220737457275,90.1325607299805,NA,11.6349601745605,NA,NA,785514,0.223729163408279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.23281432439883565,60,57.43333333333334,51.0375,18.883333333333336,25,42.47083333333334,0.6,0.5,0.223,1,0.5536666666666666,0.4776666666666667,0.3335,0.6555,0.3333333333333333,0.4,0,0.022,-99,0.25,-99,0,1,1,0,1,0.5,0,0.53,0.265,0.322,0,0.223,1,0.143,0.75,0.857,0.364,0.375,0.833,0.933,0.5,0.333,0.4,0.2,0.5,0,0.667,0.778,0.533,1,0,0,0.33,0,0.67,1,0,0,0.022,NA,0.5,0,1,0,0,0,0,0,1,0,NA
"HK","HKG","Hong Kong SAR, China",2018,NA,NA,NA,NA,"2023-10-26",73,NA,114.109,22.3964,"EAS","Z4","East Asia & Pacific",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",663.6363636363636,784.8484848484849,65,590.9090909090909,687.8787878787879,75.66666666666667,28,254.54545454545453,236.36363636363635,26,37,4,9,10,4,1,49.666666666666664,3.6666666666666665,7,12.333333333333334,1.3333333333333333,1.6666666666666667,3.73603565842398,26.8255240590301,1.63741767406464,1.86087238788605,12.0432176589966,0.821718037128448,NA,NA,80,NA,27.65625,NA,NA,376.892773545026,0.0621422719454446,0.972374903409678,455020950081.498,61055.3296945359,0.776450574398041,1.72961246967316,2.22129154205322,99.3297119140625,NA,83.9281463623047,NA,NA,7452600,0.448780059814453,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.4457374513149273,80,NA,27.65625,NA,NA,NA,0.8,1,0.812,NA,0.18816666666666668,0.3,0.3335,0.4145,NA,NA,1,0,-99,NA,-99,1,0,1,1,1,1,0.893,0.943,0.5670000000000001,0.726,0.933,0.812,NA,0,0.25,0.091,0.455,0,0.333,0.6,0.25,0.5,0.2,0,0.25,0,0.667,0.444,0.385,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"HN","HND","Honduras",2018,43.27,NA,NA,NA,"2023-10-26",10,"Tegucigalpa",-87.4667,15.1333,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","LMC","XN","Lower middle income","IDX","XI","IDA",90.9090909090909,66.66666666666667,8,72.72727272727273,57.57575757575757,6.333333333333333,1,9.090909090909092,18.181818181818183,2,7,0,1,0,0,0,4.333333333333333,0.3333333333333333,1,0,0,0.6666666666666666,-6.57234658823424,5.9938612802694,-0.656966507434845,-0.618283271789551,6.1338038444519,0.480305939912796,66.6667,61.07,90,62.3666666666667,67.975,45.0083333333333,40,103.551162215452,11.6101604613644,16.8927082911441,54460609798.3686,5561.26253321236,-0.531866431236267,-1.05718719959259,-0.448792904615402,88.7434692382812,NA,26.2141990661621,14.2,48.9,9792850,-0.523381531238556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6394129743178686,90,62.36666666666666,67.97499999999998,45.00833333333333,40,61.07,0.9,0.5,0.371,1,0.6421666666666667,0.7166666666666667,0.6945,0.667,0.3333333333333333,0.734,0.5,0.233,-99,0.4,-99,1,1,1,1,0.5,0.5,0.6579999999999999,0.425,0.253,0.519,0,0.371,1,0.714,0.444,0.9,0.545,0.25,1,0.933,0.75,0.667,0.6,0.6,0.75,0.5,0.889,0.667,0.667,1,0,0,1,1,1,0.67,0,0.5,0.233,NA,0.5,0,0.5,0,1,0,1,0,1,0,NA
"HR","HRV","Croatia",2018,4619.34,NA,NA,NA,"2023-10-26",31,"Zagreb",15.9614,45.8069,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","IBD","XF","IBRD",281.8181818181818,351.5151515151515,24,218.1818181818182,303.03030303030306,33.333333333333336,13,118.18181818181819,157.5757575757576,17.333333333333332,11,7,3,0,2,1,16,5.666666666666667,6.333333333333333,2,1.3333333333333333,2,1.57240211228404,2.1437427045927002,0.0469512343406677,0.514107942581177,10.8096885681152,0.729365646839142,83.3333333333333,66.4516666666667,80,50.7666666666667,57.625,63.8666666666667,80,99.6643267555772,2.95146346740219,12.2985712213258,115358652363.943,28219.9322146039,0.793498814105988,0.301379770040512,0.48981836438179,97.0717620849609,NA,68.3151473999023,0.4,29.7,4087843,0.446271419525146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.43200459082921344,80,50.76666666666667,57.62499999999999,64.21666666666667,80,66.52166666666666,0.8,1,0.523,0,0.598,0.5875,0.5835,0.47,0.6666666666666666,0.866,1,0.036,-99,0.8,-99,1,1,1,0,1,1,0.359,0.8959999999999999,0.43,0.481,0.4479999999999999,0.523,0,0.857,0.6,0.85,0.364,0.25,0.667,0.8,0.5,0.625,0.6,0.5,0.5,0.5,0.667,0.667,0.273,1,1,0,1,1,1,0.33,1,1,0.036,NA,1,1,1,0.5,1,1,0,0.5,1,1,NA
"HT","HTI","Haiti",2018,31.45,NA,NA,NA,"2023-10-26",16,"Port-au-Prince",-72.3288,18.5392,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","LMC","XN","Lower middle income","IDX","XI","IDA",145.45454545454547,133.33333333333334,12,109.0909090909091,109.09090909090908,12,1,9.090909090909092,15.15151515151515,1.6666666666666667,11,1,0,0,0,0,10.333333333333334,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,-2.8685528063517,0.640093069916193,-1.28550410270691,-1.96588122844696,6.14986038208008,0.444787979125977,50,44.9125,80,53,50.7125,20.85,20,45.1385763067788,18.7060141167231,16.6906371240349,35343590249.5281,3209.42962946369,-0.640176177024841,-1.06164228916168,-1.30229508876801,NA,NA,NA,29.2,41.1,11012421,-0.752232193946838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,-1.1679551800092065,80,53,50.712500000000006,20.85,20,44.9125,0.8,0.5,0.09,1,0.5413333333333333,0.436,0.4445,0.6805,0.5,0.334,0,0,-99,0.2,-99,1,1,1,1,0,0.5,0,0.238,0.095,0.119,0,0.09,1,0.286,0.556,0.8,0.273,0.5,0.833,0.933,0.25,0.333,0.4,0.2,0.5,0,0.889,0.778,0.583,0.5,1,0,1,0,0,0.67,0,0,0,NA,0,0,0,0,1,0,0,0,1,0,NA
"HU","HUN","Hungary",2018,6684.52,NA,NA,NA,"2023-10-26",43,"Budapest",19.0408,47.4984,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",390.90909090909093,427.2727272727273,37,336.3636363636364,327.27272727272725,36,16,145.45454545454547,133.33333333333334,14.666666666666666,21,2,9,2,1,2,21.333333333333332,2.3333333333333335,7.666666666666667,1,1.6666666666666667,2,0.258467747165692,-40.0863459924574,0.0557929798960686,0.443291485309601,10.6924304962158,0.705064594745636,85.5555666666667,84.9666666666667,100,86.8666666666667,69.7,68.2666666666667,100,163.260512262857,3.48637174839945,18.5033366208224,304188946322.631,31117.2783813426,0.737417697906494,0.554466903209686,0.563642382621765,96.7454528808594,8.65262031555176,50.8984184265137,0.2,29.6,9775564,0.487242519855499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4736423281331856,100,86.86666666666667,69.69999999999999,68.26666666666667,100,84.96666666666665,1,1,0.606,1,0.7096666666666667,0.7305,0.6945,0.561,0.6666666666666666,0.934,1,0.13,1,1,1,1,1,1,1,1,1,0.8590000000000001,0.8590000000000001,0.511,0.775,0.024,0.606,1,0.714,0.8,0.9,0.636,0.375,0.833,0.8,0.833,1,0.5,0.5,0.75,0.5,0.889,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.13,1,1,1,1,1,1,1,1,1,1,1,1
"ID","IDN","Indonesia",2018,21263.52,NA,NA,NA,"2023-10-26",432,"Jakarta",106.83,-6.19752,"EAS","Z4","East Asia & Pacific","EAP","4E","East Asia & Pacific (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",3927.2727272727275,3130.30303030303,351,3190.909090909091,2518.181818181818,277,240,2181.818181818182,1687.878787878788,185.66666666666666,111,98,43,63,21,15,91.33333333333333,67.33333333333333,44,47,14.333333333333334,13,-2.93907291486963,1.81428979355581,-0.29945981502533,0.141279011964798,7.93457984924316,0.53795725107193,85.5555666666667,72.35125,100,87.3333333333333,75.63125,43.7916666666667,55,43.0743089551995,12.8084975586902,19.8631933835963,3043876022674.53,11397.4314013759,-0.552077412605286,-0.313785791397095,-0.0218164678663015,104.857139587402,0.614300012588501,36.7954597473145,5.4,38.4,267066843,0.162236914038658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1472705934817594,100,87.33333333333333,75.63124999999998,43.791666666666664,55.00000000000001,72.35125,1,1,0.62,1,0.746,0.7388333333333333,0.9445,0.6515,0.6666666666666666,0.8,0,0.285,-99,0.55,-99,1,1,1,1,1,1,0.585,0.8490000000000001,0.458,0.377,0.83,0.62,1,1,0.778,0.8,0.636,0.429,0.833,0.933,0.583,0.667,0.75,1,0.5,1,0.889,0.667,0.636,1,1,0,1,0,1,1,1,0,0.285,NA,1,0.5,1,0.5,0,0,0.5,1,1,0,NA
"IM","IMN","Isle of Man",2018,NA,NA,NA,NA,"2023-10-26",2,"Douglas",-4.47928,54.1509,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",18.181818181818183,9.090909090909092,2,18.181818181818183,9.090909090909092,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,10.275,NA,NA,NA,0.410935899164255,2.15980428944063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83775,NA,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,60,NA,10.275,NA,NA,NA,0.6,0,NA,NA,0.05166666666666666,0.109,0.1665,0.1735,NA,NA,1,NA,-99,NA,-99,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.143,0,0,0,0,0.167,0.4,0,0.111,0.143,0,0,0,0.333,0.222,0.125,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
